Parameter,Start,End,Freq Lower Bound (mHz),Freq Upper Bound (mHz),FHB,PG5,GHB,PG4,SKT,STF,PG3,ATU,PG2,GDH,UMQ,PG1,PG0,UPN,KUV,SVS,THL,Arctic Maximum,Arctic Mean,Arctic Standard Deviation,Arctic Coefficient of Variation,Arctic Maximum GEOLON,Arctic Maximum GEOLAT,Arctic Maximum AACGMLON,Arctic Maximum AACGMLAT,Antarctic Maximum,Antarctic Mean,Antarctic Standard Deviation,Antarctic Coefficient of Variation,Antarctic Maximum GEOLON,Antarctic Maximum GEOLAT,Antarctic Maximum AACGMLON,Antarctic Maximum AACGMLAT
Bz,2016-06-06 15:08:45,2016-06-06 16:38:45,2.5,3,41976.30003160288,0.6600433560248018,0.0,1.2811323491338797,22401.775292361388,38331.32982455141,0.2124596696207542,271586.4463368525,0.052209106181534605,204220.72551985434,89517.67549381734,0.05881079040787731,0.017008553268780424,29172.638008105314,20442.11797852091,5042.980068528164,11466.415209530216,271586.4463368525,66741.67306942951,85087.51115208559,127.48783067450438,306.43,67.93,38.19,73.99,1.2811323491338797,0.3802773041062713,0.4584221601784586,120.54943990303168,12.25,-83.34,36.39,-70.83
Bx,2016-06-06 15:11:05,2016-06-06 16:41:05,2.5,3,16675.383141968676,2.7069114882838394,12269.360892561128,1.5733028728550122,45252.11058062958,65267.355082894515,0.7197316966146785,74997.02966243275,0.3576688987357559,177084.93846928736,70858.8346194397,0.3068285375805086,0.22392981781490137,61466.98852701868,18988.60508396202,24278.329675182675,26568.364471563116,177084.93846928736,53973.39092790365,44853.770469820025,83.10348803123118,306.47,69.25,39.39,75.25,2.7069114882838394,0.9813955519807825,0.8957359571385957,91.27165446498128,5.71,-81.96,37.17,-69.46
By,2016-06-06 15:11:05,2016-06-06 16:41:05,2.5,3,16847.89912840103,1.4437832767352232,68647.42813828195,1.336053819286827,46276.35616624533,49493.43800960582,0.34074799645887033,30529.112642365435,0.23691608183643123,202981.06316871312,141693.83784249699,0.22034988210366022,0.15215824235113679,214194.07843252504,105415.8371219456,68813.7816774567,18318.755172014153,214194.07843252504,87564.68977273192,67093.62284692931,76.62177873417488,303.85,72.78,40.2,78.93,1.4437832767352232,0.6216682164620249,0.5469104677243359,87.9746548467376,5.71,-81.96,37.17,-69.46
Bz,2016-06-06 15:11:05,2016-06-06 16:41:05,2.5,3,42995.08375118329,0.6114177890769955,0.0,1.1495119300779162,26511.751126679374,47646.98531728564,0.19650425185216283,267377.0390812677,0.052466088866979656,230173.82377997646,106513.95472174062,0.05496265206955277,0.01901874198899482,25549.44098859784,17470.47369059106,7637.867495726217,15011.578353967096,267377.0390812677,71535.27257336501,88208.8464760492,123.30818532295957,306.43,67.93,38.19,73.99,1.1495119300779162,0.3473135756554336,0.411541469828218,118.49276811353447,12.25,-83.34,36.39,-70.83
Bx,2016-06-07 15:58:42,2016-06-07 17:28:42,2.5,3,17949.593450415556,0.766086656222642,30555.287656752273,1.8081022467704169,36574.31822918145,88865.31821008034,0.6758456278894794,88535.8520449017,0.2266258126599305,6362.841622774997,40424.15971728717,0.18251228018970955,0.07434638347299208,90333.9625520881,118211.04057010757,92718.17557874379,104517.76424497727,118211.04057010757,65004.392170664556,37144.86578397942,57.142086163128994,302.82,74.57,41.92,80.69,1.8081022467704169,0.6222531678675284,0.5887689358523468,94.61887319434105,12.25,-83.34,36.39,-70.83
By,2016-06-07 15:58:42,2016-06-07 17:28:42,2.5,3,2368.339631263704,3.426373597807113,5654.258255469567,0.7627638118780434,8240.58984667918,18126.250843498157,6.206114422523584,24706.54085436155,0.15337680641654378,89708.43332996259,193702.88257934965,0.13172988790384957,0.08074672266194653,76157.23451285418,44123.3307143383,11780.411909050754,2263.582867826218,193702.88257934965,43348.35048587762,55459.80613065881,127.93983048726841,307.87,70.68,42.58,76.38,6.206114422523584,1.7935175415318465,2.2943723579138635,127.92583873778207,37.63,-84.81,36.76,-73.53
Bz,2016-06-07 15:58:42,2016-06-07 17:28:42,2.5,3,4406.686661243397,2.531047326249441,0.0,0.2442962365994644,17281.532959733802,36450.263790092074,0.372806606208846,193636.75870717413,0.10277899762246372,483682.42613619135,116669.91900720802,0.07096288252794176,0.08589947764470997,35745.80463095544,9204.004912664383,10397.569859084815,16367.826858318555,483682.42613619135,83985.70850206054,138449.64479666782,164.8490526138397,306.47,69.25,39.39,75.25,2.531047326249441,0.5679652544754777,0.8843393745356176,155.70307647645012,5.71,-81.96,37.17,-69.46
Bx,2016-06-11 01:53:07,2016-06-11 03:23:07,2.5,3,108911.10520208953,241.45581706271085,268517.00392099057,38.46729049174414,343893.12295257335,278053.8439457121,0.7596778637838948,550085.9339630911,0.327931045007326,197875.6171710661,139896.04260196546,0.223414056039824,Error,74556.15805929631,40810.67905879424,11462.879100206985,8366.983632753145,550085.9339630911,183857.21541895808,158529.30090310753,86.22413895580031,306.43,67.93,38.19,73.99,241.45581706271085,56.24682610385721,93.7687062515818,166.70932876895515,5.71,-81.96,37.17,-69.46
By,2016-06-11 01:53:07,2016-06-11 03:23:07,2.5,3,167090.96817497996,1.708490715550696,230986.547788426,2.4773479896547004,369295.3827192196,227709.90758892035,0.3682304869448537,134038.43475944936,0.1417502970258267,78348.0624650803,60390.01864915471,0.09562229695396776,Error,24342.232444732446,18858.11462973067,24106.324645284963,32557.48521589982,369295.3827192196,124338.49809826165,108621.66540571424,87.35964087315355,307.1,65.42,37.22,71.43,2.4773479896547004,0.958288357226009,0.9622308632435157,100.41141124044532,12.25,-83.34,36.39,-70.83
Bz,2016-06-11 01:53:07,2016-06-11 03:23:07,2.5,3,97928.75297352554,1.438002484101622,0.0,1.8009105083792405,1346841.997658905,379692.84466329333,0.7071095254121844,204369.92534421178,0.20944383327929922,69712.82914346368,89574.84693890157,0.08719102985313823,Error,41919.777044734874,23879.408463705113,8600.027186576159,3616.8027238115114,1346841.997658905,206012.4738310117,376340.35178686806,182.678429508872,307.1,65.42,37.22,71.43,1.8009105083792405,0.8485314762050968,0.6726922548734194,79.27723057274359,12.25,-83.34,36.39,-70.83
Bx,2016-06-11 02:36:41,2016-06-11 04:06:41,2.5,3,11009.001059468821,12.7709233797051,41243.603224408966,1.8558547644210928,20712.84449761348,17268.771928514536,0.2745691160212949,53360.11046593824,0.1600837824188749,61450.77557464209,59774.321489630805,0.12153476145259931,Error,37419.59601989457,39883.23969304179,24031.450879425578,22357.50287174394,61450.77557464209,35319.20160948389,16766.567260363114,47.47153530180865,306.47,69.25,39.39,75.25,12.7709233797051,3.0365931608037924,4.910233731113592,161.70206119458697,5.71,-81.96,37.17,-69.46
By,2016-06-11 02:36:41,2016-06-11 04:06:41,2.5,3,18234.627468867893,0.35236463084579994,5505.719952708563,1.1044934951479544,9663.510732559565,41971.66885612538,0.2540962371417541,48586.96556768269,0.09309972759141086,49411.23571277711,23123.239611853223,0.07497654163239226,Error,16694.729139332896,13613.000089103725,11874.86109166468,12548.37837367041,49411.23571277711,22838.90332694056,15313.090022842975,67.04827199290166,306.47,69.25,39.39,75.25,1.1044934951479544,0.3758061264718623,0.37862103196432756,100.74903129411223,12.25,-83.34,36.39,-70.83
Bz,2016-06-11 02:36:41,2016-06-11 04:06:41,2.5,3,13457.011286261337,0.27206563515200444,0.0,0.7590695236939452,64914.72035084321,40812.76273396007,20.627709819498087,221166.44162142745,0.1574122332577927,36441.305785457094,60973.2778757546,0.10978793771929755,Error,7662.242073412959,9241.480459995173,1932.3660086675054,4615.656362118013,221166.44162142745,41928.842232536124,60940.98879681692,145.34383863699358,306.43,67.93,38.19,73.99,20.627709819498087,4.3852090298642254,8.124520410134787,185.27099517503132,37.63,-84.81,36.76,-73.53
Bx,2016-06-11 02:37:25,2016-06-11 04:07:25,2.5,3,10913.241458057786,0.3034589196851931,41961.00783390553,1.474836518382515,19763.286660903017,14973.601623902705,0.2442704636253063,48639.21861079047,0.14244586481766952,52833.86093803664,59832.04420685464,0.11855587064509984,Error,37264.68387845244,37902.74991773655,22983.09223398703,21561.218759935662,59832.04420685464,33511.63692023296,15657.531224705468,46.7226690894711,307.87,70.68,42.58,76.38,1.474836518382515,0.4567135274311567,0.5134799352391303,112.4293248170825,12.25,-83.34,36.39,-70.83
By,2016-06-11 02:37:25,2016-06-11 04:07:25,2.5,3,15593.579582730898,0.3837455792151065,4838.416982992543,0.9277486031431306,8775.852505569408,40297.41485810352,0.2715582172630386,47406.46926095887,0.10141546591831486,48849.53253357049,23588.23687092402,0.0798388838785737,Error,18317.30922616926,14781.11895099484,11307.410790300459,11862.606908549205,48849.53253357049,22328.904406442136,15062.677819494742,67.45820370456238,306.47,69.25,39.39,75.25,0.9277486031431306,0.3528613498836329,0.3084884725438391,87.4248405628933,12.25,-83.34,36.39,-70.83
Bz,2016-06-11 02:37:25,2016-06-11 04:07:25,2.5,3,12947.115695731045,0.2521440332550695,0.0,0.6592869849263995,62636.76352496189,38079.10965105819,16.17275704800754,205996.54000547517,0.15885469298993157,35308.99719988588,57247.228320822665,0.10774111352505727,Error,7563.522595893019,8895.043146253098,1887.3408697330592,4481.318430441979,205996.54000547517,39549.361767296,56772.15725103932,143.54759397908953,306.43,67.93,38.19,73.99,16.17275704800754,3.4701567745407993,6.3542617075069945,183.11166095220136,37.63,-84.81,36.76,-73.53
Bx,2016-06-11 02:39:16,2016-06-11 04:09:16,2.5,3,10908.193043402509,0.2853732439194014,43648.28200152964,0.46384446820720493,18481.485614491336,11362.752814798623,0.25391907328049934,39786.6252851404,0.14131406629067092,43663.15903379407,59245.055143088364,0.1114537547930785,Error,35307.255168312615,33280.642419418975,20401.583023122577,19220.768494684922,59245.055143088364,30482.345640162184,14811.607340988738,48.590772888138964,307.87,70.68,42.58,76.38,0.46384446820720493,0.251180921298171,0.12489740067369248,49.72407937202751,12.25,-83.34,36.39,-70.83
By,2016-06-11 02:39:16,2016-06-11 04:09:16,2.5,3,11191.301830218319,0.28251388619999923,3816.281442645383,0.7946803147841637,7569.117580117492,37148.46179526295,0.2521543372905387,45672.916088541235,0.09867761154281413,47822.51721914261,24489.0043237959,0.08166775147695965,Error,21788.33449986688,17565.282982742105,10957.135645576323,10981.999483357142,47822.51721914261,21727.48662647876,14711.906557075294,67.7110372220699,306.47,69.25,39.39,75.25,0.7946803147841637,0.3019387802588951,0.2590306800151923,85.78913904106271,12.25,-83.34,36.39,-70.83
Bz,2016-06-11 02:39:16,2016-06-11 04:09:16,2.5,3,10906.996469336505,0.19491052824852323,0.0,0.4243656784541758,58662.20298181318,33117.25976476133,5.000694960232134,177470.4953952114,0.1510723318939132,32100.22649540953,48328.89186068645,0.10745288327197637,Error,7586.786325140031,8450.244561248383,1860.5715174916174,4181.186634815135,177470.4953952114,34787.71472781032,48949.627672894494,140.70952362318505,306.43,67.93,38.19,73.99,5.000694960232134,1.1756992764201446,1.915622690253805,162.93475114543182,37.63,-84.81,36.76,-73.53
Bx,2016-06-11 02:40:08,2016-06-11 04:10:08,2.5,3,11061.907458777481,0.35363587821964015,44345.85636557623,0.6135802581314893,17947.342501125513,9912.637384043419,0.262892314396198,35746.40073516013,0.14786492315416327,42259.52260510212,58505.97277369801,0.10840810967423942,Error,33663.55091456949,30856.023020076493,19029.313297030414,17831.280258059447,58505.97277369801,29196.346119383525,14723.55801165926,50.429454259292584,307.87,70.68,42.58,76.38,0.6135802581314893,0.29727629671514605,0.1802230880329385,60.62477567985535,12.25,-83.34,36.39,-70.83
By,2016-06-11 02:40:08,2016-06-11 04:10:08,2.5,3,9513.9186976273,0.34150374004095424,3487.2457553801014,0.9453313450648424,7288.66278058772,35764.23160184952,0.2597144563921328,45135.4296228248,0.09219709594901146,47264.266248842425,24784.405916829553,0.07212613757034282,Error,23446.48560633139,19012.97079613975,10991.05821188423,10763.700656190736,47264.266248842425,21586.57962677159,14592.562817705115,67.6001620914852,306.47,69.25,39.39,75.25,0.9453313450648424,0.3421745550034567,0.3181235951784475,92.9711430983621,12.25,-83.34,36.39,-70.83
Bz,2016-06-11 02:40:08,2016-06-11 04:10:08,2.5,3,9434.556545781545,0.20877814013222112,0.0,0.43576716935403087,57003.42435131111,31100.77523844754,2.9888402460250414,164739.4946383628,0.15009985350565935,30087.329435590756,43361.95615096224,0.10332107089931754,Error,7680.720304155383,8356.863154756626,1881.9594541384058,4031.768333198344,164739.4946383628,32516.25887333679,45475.784509292556,139.85552485123844,306.43,67.93,38.19,73.99,2.9888402460250414,0.7773612959832541,1.1116114106281298,142.9980391835814,37.63,-84.81,36.76,-73.53
Bx,2016-06-11 04:05:51,2016-06-11 05:35:51,2.5,3,158510.52416760768,0.6145979585643968,47301.70454508973,0.18919790857458998,8008.866096308152,9286.008183255675,0.06593012952089626,11699.049166098805,0.061911589260429584,26504.26791029732,18489.759235602527,0.08241728958898416,Error,11702.26237353791,25853.110952503554,4087.8677702322366,2531.1433360884553,158510.52416760768,29452.233066965648,42620.19778917007,144.70956308224362,310.32,62.0,39.05,67.41,0.6145979585643968,0.20281097510185936,0.2111101502336051,104.09207397557138,5.71,-81.96,37.17,-69.46
By,2016-06-11 04:05:51,2016-06-11 05:35:51,2.5,3,18174.378288609525,0.18170757162402304,22410.68275996961,0.09240215876336554,31167.814117163653,22333.42559724613,0.07708425193749459,21248.641252467954,0.06614717898721138,12549.79650761731,14987.485989747398,0.08720911790930994,Error,49506.68052072806,39044.45860478151,5465.254201105128,984.6999123407406,49506.68052072806,21624.847068343366,13479.39110692253,62.33288524224998,303.85,72.78,40.2,78.93,0.18170757162402304,0.1009100558442809,0.04138711178229152,41.013862727573894,5.71,-81.96,37.17,-69.46
Bz,2016-06-11 04:05:51,2016-06-11 05:35:51,2.5,3,154239.10209424977,0.5993513637136891,0.0,0.25262639983559354,88959.8466475236,24386.072436561743,0.0363594839595649,37048.62301137026,0.02595290491516272,9727.569887517166,34680.27310744909,0.05144353798474404,Error,39173.77999943601,43895.8111661755,11223.730593645882,1116.62898018407,154239.10209424977,40404.67617491938,43273.87698908681,107.10116027596936,310.32,62.0,39.05,67.41,0.5993513637136891,0.19314673808175084,0.21961595837688064,113.70420259643552,5.71,-81.96,37.17,-69.46
Bx,2016-06-11 04:48:00,2016-06-11 06:18:00,2.5,3,38984.590162413966,0.7668894531590588,21651.210825001173,0.41387155961068806,16157.639845415484,13789.992722669125,0.06623780446861839,21048.729188148107,0.058271104330417954,8070.4329651913395,2480.413793501245,0.06548749634974543,Error,1187.9717144587778,12948.816884488402,11737.18597498769,10602.309579932251,38984.590162413966,14423.572150564323,9931.399404225464,68.85533833473352,310.32,62.0,39.05,67.41,0.7668894531590588,0.2741514835837057,0.2813131713888692,102.61231043200858,5.71,-81.96,37.17,-69.46
By,2016-06-11 04:48:00,2016-06-11 06:18:00,2.5,3,48885.850124515404,0.15905226831540806,8749.806434891934,0.31375037192683025,3245.043462785903,7186.118617467228,0.0488541258485878,6484.535737000334,0.04492442591606329,1435.0210926531627,2362.8349277960324,0.06123892864262654,Error,26092.692317769288,25323.329387580685,12475.093890827995,7113.958501267473,48885.850124515404,13577.662226777768,13746.740079267758,101.24526483032209,310.32,62.0,39.05,67.41,0.31375037192683025,0.1255640241299032,0.10301498454073614,82.0417991973252,12.25,-83.34,36.39,-70.83
Bz,2016-06-11 04:48:00,2016-06-11 06:18:00,2.5,3,16901.261203960137,0.2447333086613823,0.0,0.203547578077392,40502.066013063595,13467.448892307686,0.017313418450087766,5243.747996912393,0.013704653394258753,6348.31079838871,7058.685999362511,0.03838196819872585,Error,15475.589448154393,24938.52231149692,16182.135050420957,4007.1664457524985,40502.066013063595,13647.721287256347,10935.947954278548,80.13021166024298,307.1,65.42,37.22,71.43,0.2447333086613823,0.10353618535636933,0.09968755989055975,96.28282087797353,5.71,-81.96,37.17,-69.46
Bx,2016-06-11 04:49:06,2016-06-11 06:19:06,2.5,3,40529.01960027842,0.7225860256525444,22550.15183708944,0.4196779912163385,17430.54419325152,15723.23167709447,0.06021013923505066,26613.61606821471,0.055233437424920616,8383.010673120996,1695.062854984945,0.06885761813250303,Error,286.38147518593513,11126.852187755034,11699.964746458098,11390.749904094986,40529.01960027842,15220.78047432078,10978.163453029416,72.12615326494492,310.32,62.0,39.05,67.41,0.7225860256525444,0.2653130423322715,0.2674780341160936,100.81601408087234,5.71,-81.96,37.17,-69.46
By,2016-06-11 04:49:06,2016-06-11 06:19:06,2.5,3,50709.08899431523,0.17624135903053878,9511.986638713126,0.3745696071803632,3412.485748803233,6698.544023986597,0.05144848868622645,6400.497827295021,0.04954337815280468,893.1778940456303,1160.0764223170195,0.06239517044743511,Error,20034.442190613518,19858.215221411236,11251.120832077882,7054.792920131511,50709.08899431523,12453.129883064545,13577.10502692073,109.02564378923503,310.32,62.0,39.05,67.41,0.3745696071803632,0.14283960069947363,0.12517371946084416,87.63236444786942,12.25,-83.34,36.39,-70.83
Bz,2016-06-11 04:49:06,2016-06-11 06:19:06,2.5,3,18253.490204427468,0.2544627415858262,0.0,0.2688032596436591,38097.71844990094,14389.631812550024,0.2315554091194812,6440.105267496609,0.01299733744642497,7473.443698238437,8218.171818936113,0.0399005951338008,Error,9962.379934524619,16193.985888417646,11061.329220811424,3832.5120350066295,38097.71844990094,12174.797120937264,9651.217705989546,79.27210293625457,307.1,65.42,37.22,71.43,0.2688032596436591,0.16154386858583847,0.11126838511208491,68.87812337672288,12.25,-83.34,36.39,-70.83
Bx,2016-06-11 04:58:44,2016-06-11 06:28:44,2.5,3,57473.031259694,1.1325947813978603,52130.26792881428,0.8556518094222549,17010.64775816613,23487.697629125178,0.06991561385079256,49582.23747012527,0.06381710289744122,17521.92031964924,11511.029698460294,0.06596839843491019,Error,7392.42080309365,9709.02549595256,7623.430898373777,10638.013817858291,57473.031259694,24007.247552664787,18439.182132785205,76.80673135200153,310.32,62.0,39.05,67.41,1.1325947813978603,0.43758954120065174,0.4627743662414079,105.75535351499819,5.71,-81.96,37.17,-69.46
