Parameter,Start,End,Freq Lower Bound (mHz),Freq Upper Bound (mHz),FHB,PG5,GHB,PG4,SKT,STF,PG3,ATU,PG2,GDH,UMQ,PG1,PG0,UPN,KUV,SVS,THL,Arctic Maximum,Arctic Mean,Arctic Standard Deviation,Arctic Coefficient of Variation,Arctic Maximum GEOLON,Arctic Maximum GEOLAT,Arctic Maximum AACGMLON,Arctic Maximum AACGMLAT,Antarctic Maximum,Antarctic Mean,Antarctic Standard Deviation,Antarctic Coefficient of Variation,Antarctic Maximum GEOLON,Antarctic Maximum GEOLAT,Antarctic Maximum AACGMLON,Antarctic Maximum AACGMLAT
Bx,2016-06-06 12:30:52,2016-06-06 14:00:52,2.5,3,64243.9753569898,56.49926185343052,109358.34914326482,53.22794605810333,114095.17026193254,83189.60585696533,18.3421732471499,42684.23601822543,5.062426853550048,145984.98204825324,261933.05750004438,1.1910618043180747,0.4236253634301397,222015.5128812082,304627.20577253366,390661.21350688813,64404.66108406248,390661.21350688813,163927.08813003346,109140.03307267973,66.57840038377644,294.9,76.02,32.87,83.0,56.49926185343052,22.45774919666367,23.67466792942629,105.41870301474114,5.71,-81.96,37.17,-69.46
By,2016-06-06 12:30:52,2016-06-06 14:00:52,2.5,3,8036.7765336185585,62.23674031693189,20951.288877305382,45.05028841108893,37715.717793382726,68664.9346975254,19.428375039652465,156161.90515120397,17.928675836297998,148118.92776630336,208543.47694915766,0.8551144732169694,0.2872450577199652,535716.8501055973,472381.0129626433,155291.570821792,166340.12298790584,535716.8501055973,179811.1440587669,165893.006220919,92.25957995501153,303.85,72.78,40.2,78.93,62.23674031693189,24.297739855818037,22.58455321306798,92.94919341092609,5.71,-81.96,37.17,-69.46
Bz,2016-06-06 12:30:52,2016-06-06 14:00:52,2.5,3,7344.264581619853,11.620271809916897,0.0,13.34848521463316,121501.85145043914,72024.82612377522,9.684708409015984,461509.2376663028,1.8608596924367853,292995.3119584474,352406.00760493806,0.6022107569313601,0.18536489662315928,562961.9151597891,378722.89098842355,30400.86817653046,75494.17060499842,562961.9151597891,214123.7585741149,192040.0389120047,89.68646926003481,303.85,72.78,40.2,78.93,13.34848521463316,6.216983463259557,5.4613927996167995,87.84634593114066,12.25,-83.34,36.39,-70.83
Bx,2016-06-06 12:40:18,2016-06-06 14:10:18,2.5,3,105001.09452628467,58.80559109998913,160980.84637793794,57.435131177824026,197308.6082044508,223265.25098508276,18.244144710972396,102615.45826022673,5.321662434151543,94207.26958043715,97108.06688852905,1.176322119920078,0.43694211712142533,343489.7438987823,945540.290416458,910898.9151926448,221710.36896400645,945540.290416458,309284.1739358946,300492.520575858,97.15741893671583,302.82,74.57,41.92,80.69,58.80559109998913,23.56996560999643,25.120959789041958,106.58038371675742,5.71,-81.96,37.17,-69.46
By,2016-06-06 12:40:18,2016-06-06 14:10:18,2.5,3,6695.3245180751555,65.17756149561684,12495.402227927145,40.63755077031298,18186.524679329457,20815.30003862678,18.092819012783814,77373.14973685985,2.7926991692709975,84717.77599480425,173310.88542949973,0.7623122407465902,0.26761905013901255,540905.6917152086,430488.1130297677,204084.4650925424,181588.68228429012,540905.6917152086,159151.02861335737,170045.3709351021,106.84528552323185,303.85,72.78,40.2,78.93,65.17756149561684,21.28842695647838,24.20793371956316,113.71405585322655,5.71,-81.96,37.17,-69.46
Bz,2016-06-06 12:40:18,2016-06-06 14:10:18,2.5,3,11892.513457589484,11.19173145451443,0.0,13.228541301462226,142970.26713915233,150555.4357298509,9.85429753769456,345855.6452968039,1.9079867498082683,280209.2957294831,362404.62209890597,0.6281600657929416,0.19478269474709628,214497.5863245295,253405.72092906415,206363.81688691588,220448.68927138165,362404.62209890597,198963.96298760697,112279.45433389096,56.43205565868459,307.87,70.68,42.58,76.38,13.228541301462226,6.1675833006699206,5.372689798966803,87.11175086006902,12.25,-83.34,36.39,-70.83
Bx,2016-06-06 12:49:14,2016-06-06 14:19:14,2.5,3,79248.99779701824,54.1287262725771,202377.57761461244,61.75737681613301,234818.0929111219,326746.0089035183,17.566618422988316,186323.45177054658,5.006391827468465,297348.511889445,426851.04081645294,1.1235998272466359,0.47399248582137515,1012866.9259378485,1385404.1688662795,747827.3129962392,266228.2046854766,1385404.1688662795,469640.02674441447,388898.4351862059,82.80777042836056,302.82,74.57,41.92,80.69,61.75737681613301,23.342784275372484,25.19826819492224,107.94885433400229,12.25,-83.34,36.39,-70.83
By,2016-06-06 12:49:14,2016-06-06 14:19:14,2.5,3,7851.468118459463,59.864684384524864,10051.346746132982,67.49906822345409,11904.02323060007,19632.581488683172,15.298870708946275,73888.53037037721,2.4103531669017606,120590.86235816004,221848.39485941018,0.6691680058654867,0.24699401350621145,601903.0258950555,536161.9443303833,323069.50335258385,300340.297992084,601903.0258950555,202476.54352199362,205222.50114443517,101.35618554854639,303.85,72.78,40.2,78.93,67.49906822345409,24.331523083866447,28.36706010272584,116.58563257610143,12.25,-83.34,36.39,-70.83
Bz,2016-06-06 12:49:14,2016-06-06 14:19:14,2.5,3,35779.2566257611,62.76833862765998,0.0,13.802632346872436,71990.76434647373,145621.02807733818,8.062808492208783,217580.82305360603,1.9315500435242345,368947.57436482364,851897.9724228242,0.5836487525512665,0.15982906882342554,689093.295242566,118418.80770290412,207531.1916641327,300071.579052111,851897.9724228242,273357.4811411401,258822.41823004908,94.68276381154307,307.87,70.68,42.58,76.38,62.76833862765998,14.55146788860669,22.094537956438014,151.8371763287008,5.71,-81.96,37.17,-69.46
Bx,2016-06-06 12:49:58,2016-06-06 14:19:58,2.5,3,79248.99779701824,46.74141590611013,202377.57761461244,56.15867556305022,234818.0929111219,326746.0089035183,14.71208813082191,186323.45177054658,3.630247769013224,297348.511889445,426851.04081645294,0.9651339016486724,0.4373820382132051,1012866.9259378485,1385404.1688662795,747827.3129962392,266228.2046854766,1385404.1688662795,469640.02674441447,388898.4351862059,82.80777042836056,302.82,74.57,41.92,80.69,56.15867556305022,20.440823884809557,22.591813184920376,110.52300686230807,12.25,-83.34,36.39,-70.83
By,2016-06-06 12:49:58,2016-06-06 14:19:58,2.5,3,7851.468118459463,50.1827934452658,10051.346746132982,96.49783741354895,11904.02323060007,19632.581488683172,14.26719418974165,73888.53037037721,2.6689271760820064,120590.86235816004,221848.39485941018,0.7838687812643615,0.2885999020742828,601903.0258950555,536161.9443303833,323069.50335258385,300340.297992084,601903.0258950555,202476.54352199362,205222.50114443517,101.35618554854639,303.85,72.78,40.2,78.93,96.49783741354895,27.448203484662844,35.40502760611347,128.9885060269851,12.25,-83.34,36.39,-70.83
Bz,2016-06-06 12:49:58,2016-06-06 14:19:58,2.5,3,35779.2566257611,55.97739200427737,0.0,13.077351972065186,71990.76434647373,145621.02807733818,7.854389328585111,217580.82305360603,1.746230239634773,368947.57436482364,851897.9724228242,0.5582937161218143,0.13723804719757274,689093.295242566,118418.80770290412,207531.1916641327,300071.579052111,851897.9724228242,273357.4811411401,258822.41823004908,94.68276381154307,307.87,70.68,42.58,76.38,55.97739200427737,13.225149217980302,19.664389968945596,148.68936179722493,5.71,-81.96,37.17,-69.46
Bx,2016-06-06 12:56:48,2016-06-06 14:26:48,2.5,3,50019.109478125116,48.8980481369172,128474.72261165676,58.64939996875381,147512.43487365532,201903.40580196172,15.716050527302261,142231.72883629386,4.028413846819617,269218.1155023577,409795.1176096104,1.0024383330588518,0.4768984034681917,1314892.6140257092,1252396.4080977165,371809.7237746168,152211.78445710486,1314892.6140257092,403678.6513698917,427306.8010400008,105.85320764175327,303.85,72.78,40.2,78.93,58.64939996875381,21.46187486938666,23.56393242449376,109.7943798847951,12.25,-83.34,36.39,-70.83
By,2016-06-06 12:56:48,2016-06-06 14:26:48,2.5,3,10053.996050266342,53.19030566552881,21347.383520552426,36.25177573130298,33167.923794091665,60132.600644410035,11.740050492889617,148234.11004590377,1.9173129062473249,219988.71543217573,292294.9258684438,0.5398823420087255,0.2318547754592015,685339.0421345655,536382.5334920262,268282.0373000585,245609.71647810622,685339.0421345655,229166.63497823637,207382.37438292702,90.4941395166979,303.85,72.78,40.2,78.93,53.19030566552881,17.311863652239442,20.35946227891295,117.60410483754748,5.71,-81.96,37.17,-69.46
Bz,2016-06-06 12:56:48,2016-06-06 14:26:48,2.5,3,41725.82782513831,63.57917446896099,0.0,16.398086947764973,57716.93052872086,66260.39970062787,6.9383421117366595,282731.6660357238,1.6417751960064633,308922.5973428992,716638.9613521065,0.5233328931496498,0.14061166367694855,881089.2707930811,248893.38290131293,66119.72606292267,297113.05688849476,881089.2707930811,269746.52903918433,274511.7339922126,101.76654912669372,303.85,72.78,40.2,78.93,63.57917446896099,14.870220546882614,22.492952944697283,151.26173060972317,5.71,-81.96,37.17,-69.46
Bx,2016-06-06 12:57:26,2016-06-06 14:27:26,2.5,3,47620.881531573636,44.83489265412987,116950.81297727072,55.00538437459691,133910.97687245032,180200.4201552044,13.856410222106387,137919.18990593698,3.087542644863732,263617.25130682834,395775.9488337118,0.9130399603167453,0.46118627887778174,1308439.3753185943,1206145.4378953746,337783.90246159304,137875.33225772984,1308439.3753185943,387839.9572287517,421770.48622585536,108.74859033080264,303.85,72.78,40.2,78.93,55.00538437459691,19.693076022481904,22.02814793516504,111.85732442213387,12.25,-83.34,36.39,-70.83
By,2016-06-06 12:57:26,2016-06-06 14:27:26,2.5,3,10454.53293557488,46.476161153534214,23166.43068693931,37.329870405379864,36398.50660267255,64994.67635664894,11.158182363758007,153844.03256870294,2.0573548756115483,229984.45169230638,297318.82806609065,0.6266855422253985,0.2659383410266893,684184.2396654468,516900.8956236062,247643.08202172516,223850.4505155643,684184.2396654468,226249.10243047986,203338.04590180836,89.87352600184947,303.85,72.78,40.2,78.93,46.476161153534214,16.319032113589284,18.640856230436114,114.2277072603674,5.71,-81.96,37.17,-69.46
Bz,2016-06-06 12:57:26,2016-06-06 14:27:26,2.5,3,41077.515064097424,225.8874195825918,0.0,15.873153662683839,61601.56333691965,55757.01984070758,6.752551179051399,292197.7409188012,1.595317321169255,287557.4576038796,655039.782238662,0.4527571888161972,0.1222262674132258,862530.4770800744,272319.09568433894,57762.398607697985,290754.27806955983,862530.4770800744,261508.84804043078,262760.224727111,100.4785217387699,303.85,72.78,40.2,78.93,225.8874195825918,41.78057086695429,82.51439130457074,197.4946478527756,5.71,-81.96,37.17,-69.46
Bx,2016-06-06 12:57:48,2016-06-06 14:27:48,2.5,3,47620.881531573636,49.136113088522684,116950.81297727072,58.25048887157421,133910.97687245032,180200.4201552044,15.730663073601939,137919.18990593698,3.9619373281246286,263617.25130682834,395775.9488337118,0.9703162320755332,0.46201823388115165,1308439.3753185943,1206145.4378953746,337783.90246159304,137875.33225772984,1308439.3753185943,387839.9572287517,421770.48622585536,108.74859033080264,303.85,72.78,40.2,78.93,58.25048887157421,21.418589471296688,23.520370235718623,109.81288131619758,12.25,-83.34,36.39,-70.83
By,2016-06-06 12:57:48,2016-06-06 14:27:48,2.5,3,10454.53293557488,47.414108123636616,23166.43068693931,36.153676771303246,36398.50660267255,64994.67635664894,11.721697832112522,153844.03256870294,1.8991419907321976,229984.45169230638,297318.82806609065,0.54058254262744,0.23213383476877156,684184.2396654468,516900.8956236062,247643.08202172516,223850.4505155643,684184.2396654468,226249.10243047986,203338.04590180836,89.87352600184947,303.85,72.78,40.2,78.93,47.414108123636616,16.326890182530132,18.695511899117815,114.50748850581553,5.71,-81.96,37.17,-69.46
Bz,2016-06-06 12:57:48,2016-06-06 14:27:48,2.5,3,41077.515064097424,34.69663707442702,0.0,16.203153110738896,61601.56333691965,55757.01984070758,6.954917781825162,292197.7409188012,1.6401974672593655,287557.4576038796,655039.782238662,0.5265066302871383,0.13823079850408362,862530.4770800744,272319.09568433894,57762.398607697985,290754.27806955983,862530.4770800744,261508.84804043078,262760.224727111,100.4785217387699,303.85,72.78,40.2,78.93,34.69663707442702,10.026607143840275,12.346113667682642,123.13351356612519,5.71,-81.96,37.17,-69.46
Bx,2016-06-06 13:13:25,2016-06-06 14:43:25,2.5,3,76479.38611255863,39.89450443054165,131045.51442442328,72.25167710757735,104555.56467254859,131862.15495618916,12.988925374616702,91004.75948393831,2.492092974624731,133433.89080974404,308301.448813407,0.739034900296034,0.3942002651628914,610376.5581422849,914150.7979560939,699964.5137928793,262533.6474334313,914150.7979560939,314882.566963409,277803.37882552645,88.22443919475816,302.82,74.57,41.92,80.69,72.25167710757735,21.460072508803226,26.533916447734143,123.64318171268785,12.25,-83.34,36.39,-70.83
By,2016-06-06 13:13:25,2016-06-06 14:43:25,2.5,3,13575.676115318904,55.28529465730226,24432.8327601521,36.817782665798894,28640.405818471656,48016.00204185259,7.794249790614358,46371.987022276924,17.713229627034003,81288.85084019505,125999.58779708165,0.5502965554255052,0.28048562863719306,409384.5434318785,331668.6111238083,209866.03927415606,126724.43513203252,409384.5434318785,131451.72466883858,126551.71417821688,96.27238782681162,303.85,72.78,40.2,78.93,55.28529465730226,19.74022315413537,20.202494882339302,102.34177559490804,5.71,-81.96,37.17,-69.46
Bz,2016-06-06 13:13:25,2016-06-06 14:43:25,2.5,3,42593.62360303932,9.53171842877239,0.0,17.93168616004595,69873.86601618328,120771.74009480124,5.53537067597678,199490.74740178167,1.32255244702247,192404.54910300171,258888.22979390045,0.35994821360619533,0.11819286921596812,62671.08738544902,194477.76102675102,222987.96280014998,266698.48168533924,266698.48168533924,148259.82262821792,88385.42805715071,59.61522581798134,290.77,77.47,29.24,84.72,17.93168616004595,5.799911465773292,6.365246688716946,109.7473078042628,12.25,-83.34,36.39,-70.83
Bx,2016-06-06 13:22:54,2016-06-06 14:52:54,2.5,3,54726.99136537093,37.35321963119975,127673.8131568936,69.08262255465505,113287.18715422976,205165.8448974638,107.8574501591882,74557.46935685532,1.986382752084102,95874.65737435859,433284.8502084752,0.6316175573991282,0.3406331368037032,1396070.7649151934,1173898.2746177695,659109.7443510351,269166.4109662563,1396070.7649151934,418437.81894217286,445650.0710994065,106.50329652946459,303.85,72.78,40.2,78.93,107.8574501591882,36.20865429855499,40.70004529506947,112.40419199090125,37.63,-84.81,36.76,-73.53
By,2016-06-06 13:22:54,2016-06-06 14:52:54,2.5,3,5595.2920742400365,52.320283349755385,11314.683290720115,35.25877966882897,11742.360378076246,28727.30053550223,6.4907886378436634,49027.9990690871,15.503848548431295,96949.07429729268,175924.6741364164,0.431065324406911,0.23855112954480034,568295.8785341475,321194.0602997284,104473.63973323902,42267.91437862462,568295.8785341475,128682.9887933704,165295.75397601924,128.45190768877688,303.85,72.78,40.2,78.93,52.320283349755385,18.373886109801838,19.312076661107994,105.10610845032757,5.71,-81.96,37.17,-69.46
Bz,2016-06-06 13:22:54,2016-06-06 14:52:54,2.5,3,53549.866361452725,9.528820501668417,0.0,17.560516694242168,27093.66974228797,111521.84360692937,4.041590699420815,93173.60501375422,47.27251266070503,280416.1978707213,638695.8815651434,11.701207889883541,0.15196733088815398,354466.21129875735,137262.53584099142,98720.45905659297,419643.6961050665,638695.8815651434,201322.1787692452,189684.62190590173,94.21943626157434,307.87,70.68,42.58,76.38,47.27251266070503,15.042769296134686,15.434954847852497,102.60713665148467,57.96,-84.42,39.07,-75.24
Bx,2016-06-06 13:28:19,2016-06-06 14:58:19,2.5,3,24458.992517705497,33.986979980411235,60433.19086787787,68.94780691840413,75761.26891385078,151873.78026523185,81.44126239066921,129751.60213724058,1.6815634515276974,113624.36569129684,336686.18957423425,0.5901956744927962,0.34633913265465105,1928146.0428608274,1126172.7152275182,434842.3195671628,140230.91823098797,1928146.0428608274,411089.2168958122,565041.133383467,137.44975790174348,303.85,72.78,40.2,78.93,81.44126239066921,31.165691258026623,33.459149657104085,107.35892035921646,37.63,-84.81,36.76,-73.53
By,2016-06-06 13:28:19,2016-06-06 14:58:19,2.5,3,4530.456616032958,52.12908374996418,9437.18548739878,33.65672722446894,10116.835400358761,23884.810419498943,5.926274202683925,72930.17482857448,12.718650487413584,162423.94539529784,258923.7740223973,0.3758219898813761,0.20862180580671788,731138.9323576663,276418.9536787732,65523.81822417281,13147.832298466046,731138.9323576663,148043.33806623978,207556.55799492856,140.19986357107166,303.85,72.78,40.2,78.93,52.12908374996418,17.502529910036454,19.188776676028983,109.63430301024988,5.71,-81.96,37.17,-69.46
Bz,2016-06-06 13:28:19,2016-06-06 14:58:19,2.5,3,39455.08941821144,9.031249863365291,0.0,20.355448333536124,14279.755260946224,48211.236652520805,3.8119103449948097,112044.89638286372,35.32228956131919,316766.32827667467,690377.1098228123,2.7325383080512085,0.08748809234370429,391874.69559197617,221250.33396257996,67628.61472224287,389372.38126480475,690377.1098228123,208296.40375960295,207811.34719815233,99.76713157179111,307.87,70.68,42.58,76.38,35.32228956131919,11.890154083935053,12.364750881832839,103.99151091354668,57.96,-84.42,39.07,-75.24
Bx,2016-06-06 13:28:59,2016-06-06 14:58:59,2.5,3,24458.992517705497,32.15982705872244,60433.19086787787,60.82553587462841,75761.26891385078,151873.78026523185,64.43432652488025,129751.60213724058,1.5177093439877984,113624.36569129684,336686.18957423425,0.6243777158916671,0.35237970206687685,1928146.0428608274,1126172.7152275182,434842.3195671628,140230.91823098797,1928146.0428608274,411089.2168958122,565041.133383467,137.44975790174348,303.85,72.78,40.2,78.93,64.43432652488025,26.652359370029572,27.76841919129736,104.18747100687375,37.63,-84.81,36.76,-73.53
By,2016-06-06 13:28:59,2016-06-06 14:58:59,2.5,3,4530.456616032958,59.48650659666919,9437.18548739878,33.40197127213056,10116.835400358761,23884.810419498943,6.127818860281992,72930.17482857448,13.79454975693094,162423.94539529784,258923.7740223973,0.4751437736131872,0.24673703500140495,731138.9323576663,276418.9536787732,65523.81822417281,13147.832298466046,731138.9323576663,148043.33806623978,207556.55799492856,140.19986357107166,303.85,72.78,40.2,78.93,59.48650659666919,18.92212121577121,21.347062763858496,112.81537899707644,5.71,-81.96,37.17,-69.46
Bz,2016-06-06 13:28:59,2016-06-06 14:58:59,2.5,3,39455.08941821144,8.504103250558998,0.0,15.490621508029726,14279.755260946224,48211.236652520805,3.5237626266920556,112044.89638286372,38.292760924583924,316766.32827667467,690377.1098228123,2.6097485386924877,0.07822783474912826,391874.69559197617,221250.33396257996,67628.61472224287,389372.38126480475,690377.1098228123,208296.40375960295,207811.34719815233,99.76713157179111,307.87,70.68,42.58,76.38,38.292760924583924,11.41653744721772,13.01169033603247,113.97230023717478,57.96,-84.42,39.07,-75.24
Bx,2016-06-06 14:31:48,2016-06-06 16:01:48,2.5,3,1657.3383414976029,29.14676838694942,3051.0277056625355,28.155267306514137,9749.8786036386,40844.6974772418,1.2974925320240438,23434.866596606375,0.4513040593561306,64391.97700047697,231532.8977445129,2.3745695973941356,0.22865345390877906,440564.9471164279,310930.45550030365,55392.23447692729,81308.98389959073,440564.9471164279,114805.39131480786,139983.772456175,121.93135779862942,303.85,72.78,40.2,78.93,29.14676838694942,10.275675889357775,13.014697589036713,126.65539210433509,5.71,-81.96,37.17,-69.46
By,2016-06-06 14:31:48,2016-06-06 16:01:48,2.5,3,8110.185880294301,5.115827691516949,15747.871375303375,4.2491171608549045,34178.60672930708,46402.70117508392,0.7232717774932507,46173.53364287287,0.2974642251213941,61929.556447921685,42048.98982414708,0.26661066951734064,0.18192749863652746,90348.38415084335,83893.84350460002,81061.40691667481,69725.33055688703,90348.38415084335,52692.76456399414,26045.973718098663,49.429886500766976,303.85,72.78,40.2,78.93,5.115827691516949,1.8057031705233941,2.056659584088553,113.89798819993308,5.71,-81.96,37.17,-69.46
Bz,2016-06-06 14:31:48,2016-06-06 16:01:48,2.5,3,16781.712119230022,1.8947378066012222,0.0,16.823832190746973,25023.045680162097,9158.47269327415,24.723118040583664,58084.10569092836,1.8848153709693887,167971.00450412263,150045.1661512161,0.4424046010396452,0.18643731613259798,179644.3257570341,42025.04464379902,121135.74327535447,105681.93215767575,179644.3257570341,79595.50478843607,64161.77628881971,80.6097988314302,303.85,72.78,40.2,78.93,24.723118040583664,7.6592242210122485,9.571351718077562,124.96502833563221,37.63,-84.81,36.76,-73.53
Bx,2016-06-06 14:37:23,2016-06-06 16:07:23,2.5,3,2544.035258107914,28.84152070223177,2824.4007293771274,24.270953189582965,12820.1527665476,34090.48563133877,8.198505391820628,23355.941459427013,5.922578365829135,80289.99374009101,296139.81857034256,5.793983857561442,4.3364948988557686,369819.3645277315,257196.35928134146,56606.127985293766,70038.34105899534,369819.3645277315,109611.36554623581,126093.95077645585,115.03729576589157,303.85,72.78,40.2,78.93,28.84152070223177,12.89400606764695,9.815362044788742,76.12344831616761,5.71,-81.96,37.17,-69.46
By,2016-06-06 14:37:23,2016-06-06 16:07:23,2.5,3,8068.628626250225,4.807815129374582,16144.81453988467,4.116880506734911,31951.188723958494,36387.29760762167,0.7306938182324325,43652.28677391559,0.30189026027071447,53069.65746959005,78574.82954166095,0.26846268307607046,0.17474042390413622,96071.25902861016,96985.13207743679,76050.13828273996,67841.42269407287,96985.13207743679,54981.514124158304,29132.66705434546,52.98629460905455,302.82,74.57,41.92,80.69,4.807815129374582,1.7334138035988076,1.9477811543367205,112.36677302862459,5.71,-81.96,37.17,-69.46
Bz,2016-06-06 14:37:23,2016-06-06 16:07:23,2.5,3,11351.435045058293,1.5278954991482805,0.0,18.380142100030024,21005.68467273064,13356.89925416357,6.642009311722965,61899.80219923206,1.4187035438830846,156496.8632820401,176856.84226280695,0.43428330920217945,0.024691739737575432,184588.80770623198,30341.34024300727,86858.30387026383,109187.70185599518,184588.80770623198,77449.42549013908,66624.51941366194,86.02325839349785,303.85,72.78,40.2,78.93,18.380142100030024,4.737954250620684,6.478078991296595,136.72734367259773,12.25,-83.34,36.39,-70.83
Bx,2016-06-06 14:53:08,2016-06-06 16:23:08,2.5,3,13326.894678170094,24.942646990647113,5341.761829989888,18.037283607717182,18604.894516297656,45525.2612591901,0.7696874046194566,45232.504260895555,0.3732308309035112,150537.96344275848,221443.09178481216,0.3509429543804479,0.2534352816987225,71849.8748014703,172733.84766875752,71886.14701829656,108007.6029365365,221443.09178481216,84044.53129065226,67758.83991873941,80.62254483210593,307.87,70.68,42.58,76.38,24.942646990647113,7.454537844994404,10.12404351287685,135.8104784413292,5.71,-81.96,37.17,-69.46
By,2016-06-06 14:53:08,2016-06-06 16:23:08,2.5,3,9453.785964122528,3.128950909724948,31277.212879163984,1.9901643428416709,49494.317746898814,18073.662341827992,0.4070273503980674,40485.13285996677,0.24094568956662835,52071.5605727551,46231.096761623696,0.21969600041827117,0.1580993285404635,117657.26495190633,54670.85938439793,59366.802641676855,66796.05821963282,117657.26495190633,49597.977665815706,27120.107975477335,54.67986650223696,303.85,72.78,40.2,78.93,3.128950909724948,1.0241472702483416,1.1368677685950523,111.00627825911967,5.71,-81.96,37.17,-69.46
Bz,2016-06-06 14:53:08,2016-06-06 16:23:08,2.5,3,32975.07705437421,0.9516267651909596,0.0,0.5633714338878321,30647.34633064003,12059.176284216155,0.216410397664647,46862.65125728295,0.05006100106285107,60315.25483954599,81240.33921610675,0.06371521064267416,0.022482458983019805,112157.57107387464,6211.050873798301,26505.50900449646,49934.159221105416,112157.57107387464,41718.92137776735,32015.305712284968,76.74049245517266,303.85,72.78,40.2,78.93,0.9516267651909596,0.31127787790533057,0.34047075796684684,109.37839857363547,5.71,-81.96,37.17,-69.46
Bx,2016-06-06 14:54:03,2016-06-06 16:24:03,2.5,3,11873.173865985525,21.0191921147529,3931.979553299142,20.177006677115045,19890.35646903158,45142.044782299185,0.7338130551503033,43582.303878604725,0.34817962072337566,157050.88735899644,217892.96086007426,0.32107982317154093,0.2385106326918996,66471.54540616866,166477.54423417264,68757.24379105345,102935.51026569065,217892.96086007426,82182.32276957965,67281.52862070448,81.86861401976485,307.87,70.68,42.58,76.38,21.0191921147529,7.139630320600844,9.520957577358217,133.35364927629712,5.71,-81.96,37.17,-69.46
By,2016-06-06 14:54:03,2016-06-06 16:24:03,2.5,3,9640.537091002692,3.0994132320166634,33482.62914344377,2.101461872130386,50382.71015125767,19191.471435432857,0.4090699206078083,47489.93461920295,0.24697308298679505,66067.18929246734,41690.339283146604,0.23919453339183344,0.15805455808094057,109898.09472322058,49820.18760463924,57250.59145482279,64137.63446444088,109898.09472322058,49913.7562966434,25270.721826253455,50.62877190822215,303.85,72.78,40.2,78.93,3.0994132320166634,1.0423611998690712,1.1411932591709704,109.48155584784942,5.71,-81.96,37.17,-69.46
Bz,2016-06-06 14:54:03,2016-06-06 16:24:03,2.5,3,33706.07053355014,0.9032763510208498,0.0,0.5099162135527604,30550.42613943273,12680.696750076819,0.20528959070086364,70520.86218016202,0.05387883251481628,53501.49634253525,70137.22245094778,0.06318345357452283,0.022749883618279294,102039.29128483037,7031.051059187262,25270.486512816988,45555.62423070938,102039.29128483037,40999.38431674988,29649.437001418224,72.31678596038148,303.85,72.78,40.2,78.93,0.9032763510208498,0.29304905416368204,0.31890768594628627,108.82399428191327,5.71,-81.96,37.17,-69.46
Bx,2016-06-06 15:01:34,2016-06-06 16:31:34,2.5,3,7514.159375479478,16.59278952191731,8786.34293219263,1.7440334885808766,45273.6808498196,60966.21329701044,0.7254605502928876,37201.90966013527,0.3707052649907204,177275.45728647395,174934.22892044327,0.32070251874664163,0.24025997440519056,78386.88785935218,103813.28609611317,46826.04483905327,64160.21862114867,177275.45728647395,73194.4027033838,55277.88499947241,75.52201118913823,306.47,69.25,39.39,75.25,16.59278952191731,3.3323252198222715,5.952034093040714,178.615042062376,5.71,-81.96,37.17,-69.46
By,2016-06-06 15:01:34,2016-06-06 16:31:34,2.5,3,12673.733196594067,1.5752822733698584,59906.17785179108,1.5254402009016474,62185.40351796379,36984.50456766339,0.3491791049698661,72281.836096844,0.2366289526634774,176893.02633990004,68819.11545426621,0.2209497701731748,0.15306103770998641,116322.24890887772,35104.69908778496,40216.26606598558,39383.52549050175,176893.02633990004,65524.59423437933,43630.2101094236,66.58600578793326,306.47,69.25,39.39,75.25,1.5752822733698584,0.6767568899646684,0.6205707734850331,91.69774001376348,5.71,-81.96,37.17,-69.46
Bz,2016-06-06 15:01:34,2016-06-06 16:31:34,2.5,3,39892.7256185678,0.7193355097803336,0.0,1.1377717223834392,25403.876656153305,35915.202944142555,0.19831309204942446,258709.0474197299,0.04998912364316125,106660.92437953521,64231.50944878209,0.05933543640627484,0.02052872917766806,39209.676635318836,14129.840494648419,14472.534922658127,19654.259144466632,258709.0474197299,56207.236151272984,69766.04219023719,124.1228833996975,306.43,67.93,38.19,73.99,1.1377717223834392,0.3642122689067169,0.4206807428936315,115.50427561279588,12.25,-83.34,36.39,-70.83
Bx,2016-06-06 15:08:45,2016-06-06 16:38:45,2.5,3,11030.209382828221,2.620335305005705,9456.258714951953,1.4617864653752375,44740.85644370541,67233.27398580589,0.789741502323045,58538.76949290665,0.40984529043764684,164134.62809689197,93398.50519472212,0.31620052383067954,0.22654787780548732,72542.5821246234,26185.899942489752,29398.492692473075,35502.50082174023,164134.62809689197,55651.08880846715,42457.18071184732,76.29173412576176,306.47,69.25,39.39,75.25,2.620335305005705,0.9707428274629667,0.8457638040437319,87.12542396569984,5.71,-81.96,37.17,-69.46
By,2016-06-06 15:08:45,2016-06-06 16:38:45,2.5,3,16194.253991351507,1.6074381694101185,73895.4569829866,1.4881072096639345,57377.113528433314,49465.170626534295,0.401662771667484,38418.27490317779,0.2452722102130492,208444.96650676482,121937.07034219528,0.22790301392401752,0.16929364660122848,171558.17565007464,86117.55590128647,51408.47848734821,18678.12196533271,208444.96650676482,81226.78535322595,59176.234049833336,72.85310355752388,306.47,69.25,39.39,75.25,1.6074381694101185,0.6899461702466386,0.6115905207849316,88.64322278451131,5.71,-81.96,37.17,-69.46
